FID,GEOID,PLNG_REGIO,PlanningRegion,LogRecNo,SumLevel,NAME,RenterOcc_e,RenterOcc_m,GrentLt500_e,GrentLt500_m,pGrentLt500_e,pGrentLt500_m,Grent500_999_e,Grent500_999_m,pGrent500_999_e,pGrent500_999_m,Grent1000_1499_e,Grent1000_1499_m,pGrent1000_1499_e,pGrent1000_1499_m,Grent1500_1999_e,Grent1500_1999_m,pGrent1500_1999_e,pGrent1500_1999_m,Grent2000_2499_e,Grent2000_2499_m,pGrent2000_2499_e,pGrent2000_2499_m,Grent2500_2999_e,Grent2500_2999_m,pGrent2500_2999_e,pGrent2500_2999_m,Grent3000P_e,Grent3000P_m,pGrent3000P_e,pGrent3000P_m,GrentLt200_e,GrentLt200_m,pGrentLt200_e,pGrentLt200_m,Grent200_500_e,Grent200_500_m,pGrent200_500_e,pGrent200_500_m,Grent500_750_e,Grent500_750_m,pGrent500_750_e,pGrent500_750_m,Grent750_1000_e,Grent750_1000_m,pGrent750_1000_e,pGrent750_1000_m,Grent1000_1500_e,Grent1000_1500_m,pGrent1000_1500_e,pGrent1000_1500_m,Grent1500_2000_e,Grent1500_2000_m,pGrent1500_2000_e,pGrent1500_2000_m,Grent2000P_e,Grent2000P_m,pGrent2000P_e,pGrent2000P_m,GrentLt750_e,GrentLt750_m,pGrentLt750_e,pGrentLt750_m,Grent1000P_e,Grent1000P_m,pGrent1000P_e,pGrent1000P_m,created_user,created_date,last_edited_user,last_edited_date,SHAPE_Length,SHAPE_Area
529,13051004500,No,Coastal Regional Commission,1276,Tract,"Census Tract 45, Chatham County",567,144,43,57,9.1,11.8,176,105,37.1,19.4,221,109,46.6,18.9,34,30,7.2,6,0,13,0,2.7,0,13,0,2.7,0,18,0,3.9,0,23,0,4.8,43,53,9.1,10.8,130,93,27.4,18,46,48,9.7,9.7,221,109,46.6,18.9,34,30,7.2,6,0,26,0,5.5,173,109,36.5,20.6,255,114,53.8,18.7,,,,,0.112766440749043,0.000594474366030135
530,13051004400,No,Coastal Regional Commission,1275,Tract,"Census Tract 44, Chatham County",549,73,24,43,4.9,8.6,291,82,58.9,14.2,175,59,35.4,10.9,4,6,0.8,1.2,0,13,0,2.6,0,13,0,2.6,0,18,0,3.7,0,23,0,4.6,24,36,4.9,7.3,71,38,14.4,7.4,220,72,44.5,13.2,175,59,35.4,10.9,4,6,0.8,1.2,0,26,0,5.3,95,57,19.2,11.2,179,61,36.2,11.3,,,,,0.073393408669887,0.000166662662262057
531,13051004002,No,Coastal Regional Commission,1266,Tract,"Census Tract 40.02, Chatham County",982,120,203,97,21.5,9.9,261,99,27.7,9.9,467,137,49.5,13.2,12,14,1.3,1.5,0,13,0,1.4,0,13,0,1.4,0,18,0,1.9,64,54,6.8,5.7,139,81,14.7,8.3,71,60,7.5,6.3,190,78,20.1,7.9,467,137,49.5,13.2,12,14,1.3,1.5,0,26,0,2.8,274,114,29.1,11.6,479,139,50.8,13.3,,,,,0.130536369210439,0.000647283689016616
532,13063040516,Yes,Atlanta Regional Commission,1404,Tract,"Census Tract 405.16, Clayton County",1066,256,51,93,5,9.1,688,264,67.6,20,279,134,27.4,11.4,0,18,0,1.8,0,18,0,1.8,0,18,0,1.8,0,25,0,2.5,51,82,5,8,0,44,0,4.3,182,138,17.9,12.8,506,225,49.7,18.5,279,134,27.4,11.4,0,18,0,1.8,0,36,0,3.5,233,167,22.9,15.4,279,137,27.4,11.6,,,,,0.0947565970627435,0.000430091028253265
533,13063040509,Yes,Atlanta Regional Commission,1398,Tract,"Census Tract 405.09, Clayton County",495,131,0,39,0,9.3,108,62,25.7,13,303,122,72,21.4,10,15,2.4,3.5,0,13,0,3.1,0,13,0,3.1,0,18,0,4.4,0,23,0,5.3,0,32,0,7.6,8,29,1.9,6.9,100,55,23.8,11.3,303,122,72,21.4,10,15,2.4,3.5,0,26,0,6.2,8,49,1.9,11.5,313,124,74.3,21.3,,,,,0.102851215692436,0.000506571196959088
534,13063040202,Yes,Atlanta Regional Commission,1379,Tract,"Census Tract 402.02, Clayton County",566,83,2,37,0.4,6.6,335,87,59.2,12.6,223,66,39.4,10.2,6,11,1.1,1.9,0,13,0,2.3,0,13,0,2.3,0,18,0,3.2,0,23,0,4,2,29,0.4,5.2,128,57,22.6,9.4,207,66,36.6,10.3,223,66,39.4,10.2,6,11,1.1,1.9,0,26,0,4.6,130,68,23,11.5,229,68,40.5,10.5,,,,,0.192691643870089,0.000981569980746727
535,13063040518,Yes,Atlanta Regional Commission,1405,Tract,"Census Tract 405.18, Clayton County",976,152,38,66,4.1,7,435,137,46.7,12.4,435,129,46.7,11.3,24,37,2.6,3.9,0,18,0,1.9,0,18,0,1.9,0,25,0,2.7,0,31,0,3.3,38,58,4.1,6.2,84,71,9,7.4,351,118,37.7,10.9,435,129,46.7,11.3,24,37,2.6,3.9,0,36,0,3.9,122,97,13.1,10.1,459,135,49.2,11.8,,,,,0.09132647437291,0.000343221196224543
536,13063040515,Yes,Atlanta Regional Commission,1403,Tract,"Census Tract 405.15, Clayton County",1438,212,0,54,0,3.8,671,235,47,14.9,745,188,52.2,10.7,12,21,0.8,1.5,0,18,0,1.3,0,18,0,1.3,0,25,0,1.8,0,31,0,2.2,0,44,0,3.1,153,134,10.7,9.2,518,193,36.3,12.4,745,188,52.2,10.7,12,21,0.8,1.5,0,36,0,2.5,153,144,10.7,10,757,190,53,10.8,,,,,0.106992318526079,0.000583490028280442
537,13063040513,Yes,Atlanta Regional Commission,1401,Tract,"Census Tract 405.13, Clayton County",453,134,0,39,0,9.3,90,73,21.5,16.2,230,107,55,19.9,98,72,23.4,15.8,0,13,0,3.1,0,13,0,3.1,0,18,0,4.4,0,23,0,5.4,0,32,0,7.6,0,29,0,7,90,67,21.5,14.6,230,107,55,19.9,98,72,23.4,15.8,0,26,0,6.2,0,49,0,11.6,328,130,78.5,20.8,,,,,0.131461971146811,0.000679775751260029
538,13239960300,No,River Valley,2728,Tract,"Census Tract 9603, Quitman County",253,62,34,44,18.4,23.3,142,70,76.8,29.3,9,17,4.9,9.1,0,13,0,7,0,13,0,7,0,13,0,7,0,18,0,9.9,0,23,0,12.2,34,38,18.4,19.8,100,62,54.1,28.9,42,32,22.7,16.1,9,17,4.9,9.1,0,13,0,7,0,26,0,14.1,134,76,72.4,34.5,9,25,4.9,13.5,,,,,0.971089048641184,0.0396327722310254
539,13051004209,No,Coastal Regional Commission,1270,Tract,"Census Tract 42.09, Chatham County",1167,111,46,55,4.1,4.9,790,168,70.1,13.4,274,82,24.3,6.9,17,27,1.5,2.4,0,13,0,1.2,0,13,0,1.2,0,18,0,1.6,0,23,0,2,46,51,4.1,4.5,71,58,6.3,5.1,719,158,63.8,12.7,274,82,24.3,6.9,17,27,1.5,2.4,0,26,0,2.3,117,80,10.4,7,291,87,25.8,7.3,,,,,0.118938615113235,0.000439995401040465
540,13051004210,No,Coastal Regional Commission,1271,Tract,"Census Tract 42.10, Chatham County",1165,169,23,56,2.1,5.1,721,181,65.5,13.6,321,107,29.2,8.8,32,41,2.9,3.7,4,8,0.4,0.7,0,18,0,1.6,0,25,0,2.3,0,31,0,2.8,23,47,2.1,4.2,197,92,17.9,8,524,155,47.6,12.4,321,107,29.2,8.8,32,41,2.9,3.7,4,32,0.4,2.9,220,108,20,9.4,357,115,32.4,9.4,,,,,0.090770830527226,0.000282573980903926
541,13051010807,No,Coastal Regional Commission,1290,Tract,"Census Tract 108.07, Chatham County",728,171,0,54,0,7.4,146,109,20.1,14.2,421,190,57.8,22.2,161,118,22.1,15.4,0,18,0,2.5,0,18,0,2.5,0,25,0,3.5,0,31,0,4.3,0,44,0,6.1,61,79,8.4,10.6,85,75,11.7,10,421,190,57.8,22.2,161,118,22.1,15.4,0,36,0,4.9,61,95,8.4,13,582,224,79.9,24.4,,,,,0.329103972742659,0.0035255236128402
542,13051010806,No,Coastal Regional Commission,1289,Tract,"Census Tract 108.06, Chatham County",1547,234,44,87,2.9,5.6,852,258,55.4,14.5,496,163,32.3,9.4,133,87,8.7,5.5,0,18,0,1.2,12,18,0.8,1.2,0,25,0,1.7,0,31,0,2,44,81,2.9,5.2,137,93,8.9,5.9,715,240,46.5,13.9,496,163,32.3,9.4,133,87,8.7,5.5,12,36,0.8,2.3,181,127,11.8,8.1,629,185,40.9,10.3,,,,,0.307684946729183,0.00163784554635402
543,13051011103,No,Coastal Regional Commission,1298,Tract,"Census Tract 111.03, Chatham County",490,115,0,39,0,8.5,125,91,27.1,18.5,161,78,34.9,14.4,133,84,28.9,16.7,42,42,9.1,8.8,0,13,0,2.8,0,18,0,4,0,23,0,4.9,0,32,0,6.9,23,44,5,9.5,102,80,22.1,16.3,161,78,34.9,14.4,133,84,28.9,16.7,42,48,9.1,10.1,23,59,5,12.8,336,122,72.9,18.8,,,,,0.436274941300741,0.00633026681989587
544,13051011109,No,Coastal Regional Commission,1303,Tract,"Census Tract 111.09, Chatham County",595,162,0,54,0,9.7,202,125,36.1,19.8,310,119,55.5,14.1,0,18,0,3.2,28,32,5,5.5,19,31,3.4,5.5,0,25,0,4.6,0,31,0,5.6,0,44,0,7.9,86,99,15.4,17.1,116,76,20.8,12.3,310,119,55.5,14.1,0,18,0,3.2,47,51,8.4,8.9,86,113,15.4,19.7,338,124,60.5,14,,,,,0.278088701211445,0.00294159785120091
545,13051003900,No,Coastal Regional Commission,1264,Tract,"Census Tract 39, Chatham County",451,126,74,67,16.6,14.3,36,45,8.1,9.8,275,127,61.5,22.5,62,53,13.9,11.2,0,13,0,2.9,0,13,0,2.9,0,18,0,4.1,0,23,0,5,74,63,16.6,13.4,0,29,0,6.5,36,34,8.1,7.4,275,127,61.5,22.5,62,53,13.9,11.2,0,26,0,5.8,74,73,16.6,15.7,337,138,75.4,22.4,,,,,0.0948804213677377,0.000345417111778397
546,13051003800,No,Coastal Regional Commission,1263,Tract,"Census Tract 38, Chatham County",304,73,37,40,12.9,13.6,80,48,28,15.1,163,60,57,15.2,6,9,2.1,3.1,0,13,0,4.5,0,13,0,4.5,0,18,0,6.4,13,28,4.5,9.7,24,29,8.4,9.8,37,34,12.9,11.3,43,34,15,11.2,163,60,57,15.2,6,9,2.1,3.1,0,26,0,9.1,74,52,25.9,17,169,62,59.1,15.7,,,,,0.0670633728443697,0.000183798533860728
547,13051003700,No,Coastal Regional Commission,1262,Tract,"Census Tract 37, Chatham County",375,76,111,67,35.8,19.5,98,52,31.6,14.6,101,52,32.6,14.6,0,13,0,4.2,0,13,0,4.2,0,13,0,4.2,0,18,0,5.9,0,23,0,7.3,111,63,35.8,18.1,33,32,10.6,9.9,65,41,21,12,101,52,32.6,14.6,0,13,0,4.2,0,26,0,8.4,144,74,46.5,20.6,101,55,32.6,15.7,,,,,0.053625822577988,0.000167559478587331
548,13051003602,No,Coastal Regional Commission,1261,Tract,"Census Tract 36.02, Chatham County",895,153,55,71,6.3,8,280,112,31.9,11.4,511,155,58.1,14.4,27,41,3.1,4.6,0,13,0,1.5,0,13,0,1.5,6,16,0.7,1.8,0,23,0,2.6,55,67,6.3,7.5,75,61,8.5,6.7,205,94,23.3,9.8,511,155,58.1,14.4,27,41,3.1,4.6,6,24,0.7,2.8,130,93,14.8,10.3,538,161,61.2,14.8,,,,,0.0768876287105522,0.000272614229378733
549,13051003601,No,Coastal Regional Commission,1260,Tract,"Census Tract 36.01, Chatham County",751,112,27,42,3.6,5.5,438,157,58.3,19,246,104,32.8,13,40,49,5.3,6.5,0,13,0,1.7,0,13,0,1.7,0,18,0,2.4,0,23,0,3,27,35,3.6,4.6,194,118,25.8,15.2,244,104,32.5,13,246,104,32.8,13,40,49,5.3,6.5,0,26,0,3.5,221,125,29.4,16.1,286,116,38.1,14.3,,,,,0.0995403223913456,0.000331654839157067
550,13051001100,No,Coastal Regional Commission,1243,Tract,"Census Tract 11, Chatham County",572,67,65,40,11.6,7,289,79,51.8,12.8,155,49,27.8,8.2,22,21,3.9,3.7,22,17,3.9,3,5,8,0.9,1.4,0,18,0,3.3,8,22,1.4,3.9,57,33,10.2,5.8,117,54,21,9.3,172,58,30.8,9.7,155,49,27.8,8.2,22,21,3.9,3.7,27,26,4.8,4.7,182,67,32.6,11.4,199,56,35.7,9.2,,,,,0.0614309143388679,0.000150746496721756
551,13051010700,No,Coastal Regional Commission,1285,Tract,"Census Tract 107, Chatham County",3539,561,12,71,0.3,2,677,327,19.2,8.8,2407,613,68.2,13.6,291,191,8.2,5.2,45,70,1.3,2,97,109,2.7,3.1,0,34,0,1,0,42,0,1.2,12,57,0.3,1.6,0,54,0,1.5,677,323,19.2,8.6,2407,613,68.2,13.6,291,191,8.2,5.2,142,134,4,3.7,12,89,0.3,2.5,2743,646,77.7,13.5,,,,,0.618202252642863,0.0142296833426863
552,13051010801,No,Coastal Regional Commission,1286,Tract,"Census Tract 108.01, Chatham County",528,106,60,64,12.2,12.7,141,62,28.6,11.1,269,88,54.6,13.9,9,14,1.8,2.8,0,13,0,2.6,14,20,2.8,4,0,18,0,3.7,0,23,0,4.6,60,60,12.2,11.8,68,40,13.8,7.7,73,47,14.8,9.1,269,88,54.6,13.9,9,14,1.8,2.8,14,30,2.8,6.1,128,75,26,14.3,278,90,56.4,14.1,,,,,0.338426978134543,0.00383196952659726
553,13051010803,No,Coastal Regional Commission,1288,Tract,"Census Tract 108.03, Chatham County",1425,319,17,63,1.3,4.9,565,268,44.7,18.3,513,214,40.6,13.9,141,155,11.1,12,29,41,2.3,3.2,0,20,0,1.6,0,28,0,2.2,0,35,0,2.7,17,52,1.3,4.1,285,193,22.5,14.3,280,186,22.1,13.7,513,214,40.6,13.9,141,155,11.1,12,29,54,2.3,4.2,302,203,23.9,15,683,268,54,16.7,,,,,0.37604251858724,0.00473039562715957
554,13051011104,No,Coastal Regional Commission,1299,Tract,"Census Tract 111.04, Chatham County",554,130,18,57,3.3,10.6,195,116,36.2,19.8,216,116,40.1,19.5,110,67,20.4,11.5,0,18,0,3.3,0,18,0,3.3,0,25,0,4.7,0,31,0,5.8,18,48,3.3,8.9,0,40,0,7.5,195,108,36.2,18.4,216,116,40.1,19.5,110,67,20.4,11.5,0,36,0,6.7,18,70,3.3,12.9,326,135,60.5,21,,,,,0.176232203782533,0.000656878637372372
555,13051010802,No,Coastal Regional Commission,1287,Tract,"Census Tract 108.02, Chatham County",1029,270,73,120,7.3,11.9,152,104,15.2,9.6,384,155,38.5,11.9,315,198,31.6,18,74,82,7.4,8,0,18,0,1.8,0,25,0,2.6,0,31,0,3.1,73,116,7.3,11.5,34,54,3.4,5.3,118,89,11.8,8.4,384,155,38.5,11.9,315,198,31.6,18,74,88,7.4,8.6,107,132,10.7,12.9,773,265,77.5,17,,,,,0.505003701287929,0.00925867483956385
556,13051011004,No,Coastal Regional Commission,1295,Tract,"Census Tract 110.04, Chatham County",191,66,0,39,0,29.3,7,36,5.3,27.1,55,47,41.4,31.3,64,37,48.1,19.4,7,12,5.3,8.8,0,13,0,9.8,0,18,0,13.8,0,23,0,16.9,0,32,0,23.9,0,29,0,21.9,7,21,5.3,16,55,47,41.4,31.3,64,37,48.1,19.4,7,26,5.3,19.1,0,49,0,36.6,126,61,94.7,24.3,,,,,0.342443709891944,0.00227056108533125
557,13151070403,Yes,Atlanta Regional Commission,2410,Tract,"Census Tract 704.03, Henry County",668,220,53,70,8.5,10.8,82,94,13.2,14.4,407,207,65.3,23.8,81,62,13,8.8,0,20,0,3.2,0,20,0,3.2,0,28,0,4.5,0,35,0,5.6,53,61,8.5,9.3,0,45,0,7.2,82,83,13.2,12.4,407,207,65.3,23.8,81,62,13,8.8,0,40,0,6.4,53,83,8.5,13,488,217,78.3,20.9,,,,,0.361096350465715,0.00553760784575785
558,13151070307,Yes,Atlanta Regional Commission,2405,Tract,"Census Tract 703.07, Henry County",210,92,0,39,0,21.8,0,37,0,20.5,107,75,59.8,27.9,72,58,40.2,24.6,0,13,0,7.3,0,13,0,7.3,0,18,0,10.3,0,23,0,12.6,0,32,0,17.8,0,29,0,16.2,0,23,0,12.6,107,75,59.8,27.9,72,58,40.2,24.6,0,26,0,14.5,0,49,0,27.2,179,96,100,10.4,,,,,0.143925989622586,0.000851966445630081
559,13151070113,Yes,Atlanta Regional Commission,2396,Tract,"Census Tract 701.13, Henry County",674,190,7,38,1.1,5.9,283,131,43.3,16,356,157,54.5,18.6,7,12,1.1,1.8,0,13,0,2,0,13,0,2,0,18,0,2.8,0,23,0,3.4,7,31,1.1,4.8,127,103,19.4,14.8,156,81,23.9,10.5,356,157,54.5,18.6,7,12,1.1,1.8,0,26,0,4,134,110,20.5,15.8,363,158,55.6,18.5,,,,,0.172340469508826,0.000658160533682986
560,13151070501,Yes,Atlanta Regional Commission,2412,Tract,"Census Tract 705.01, Henry County",775,233,31,59,4,7.6,267,155,34.5,17.1,399,195,51.5,19.9,18,27,2.3,3.4,60,93,7.7,11.8,0,18,0,2.3,0,25,0,3.3,13,34,1.7,4.3,18,49,2.3,6.3,121,103,15.6,12.5,146,115,18.8,13.7,399,195,51.5,19.9,18,27,2.3,3.4,60,98,7.7,12.4,152,119,19.6,14.2,477,218,61.5,21.2,,,,,0.316923159324865,0.00521798944823169
561,13151070502,Yes,Atlanta Regional Commission,2413,Tract,"Census Tract 705.02, Henry County",718,297,26,70,4.1,11,145,166,23,24.3,255,150,40.4,15.8,138,114,21.9,15.3,6,21,1,3.3,61,97,9.7,14.8,0,28,0,4.5,0,35,0,5.5,26,61,4.1,9.6,71,115,11.3,17.6,74,119,11.7,18.2,255,150,40.4,15.8,138,114,21.9,15.3,67,103,10.6,15.7,97,135,15.4,20.3,399,189,63.2,11.6,,,,,0.475892991377103,0.00803484941796039
562,13151070311,Yes,Atlanta Regional Commission,2408,Tract,"Census Tract 703.11, Henry County",3040,291,0,60,0,2,1455,387,49.1,12.3,1486,334,50.2,10.3,21,33,0.7,1.1,0,20,0,0.7,0,20,0,0.7,0,28,0,1,0,35,0,1.2,0,49,0,1.7,358,184,12.1,6.1,1097,341,37,11,1486,334,50.2,10.3,21,33,0.7,1.1,0,40,0,1.4,358,194,12.1,6.4,1507,336,50.9,10.4,,,,,0.152118874290538,0.00103755398494775
563,13151070404,Yes,Atlanta Regional Commission,2411,Tract,"Census Tract 704.04, Henry County",1022,250,77,102,7.8,10.1,349,164,35.3,14.1,521,178,52.6,12.5,43,49,4.3,4.8,0,18,0,1.8,0,18,0,1.8,0,25,0,2.6,0,31,0,3.1,77,97,7.8,9.6,78,91,7.9,9,271,136,27.4,12,521,178,52.6,12.5,43,49,4.3,4.8,0,36,0,3.6,155,137,15.7,13.3,564,186,57,12.5,,,,,0.45426807728413,0.0063003896612597
564,13151070204,Yes,Atlanta Regional Commission,2400,Tract,"Census Tract 702.04, Henry County",186,97,8,39,4.7,22.9,86,73,50.9,33.3,13,23,7.7,13,62,65,36.7,33.1,0,13,0,7.7,0,13,0,7.7,0,18,0,10.9,0,23,0,13.3,8,32,4.7,18.7,45,50,26.6,26.1,41,52,24.3,28.1,13,23,7.7,13,62,65,36.7,33.1,0,26,0,15.4,53,64,31.4,33.7,75,70,44.4,34.1,,,,,0.217368188813565,0.0024258333674672
565,13151070310,Yes,Atlanta Regional Commission,2407,Tract,"Census Tract 703.10, Henry County",283,98,0,39,0,14.2,80,75,29.1,25.2,124,65,45.1,17.5,57,34,20.7,9.9,14,25,5.1,8.9,0,13,0,4.7,0,18,0,6.7,0,23,0,8.2,0,32,0,11.6,14,35,5.1,12.5,66,66,24,22.6,124,65,45.1,17.5,57,34,20.7,9.9,14,34,5.1,12.1,14,52,5.1,18.9,195,78,70.9,12.7,,,,,0.177438602912828,0.0014129150101538
566,13151070205,Yes,Atlanta Regional Commission,2401,Tract,"Census Tract 702.05, Henry County",1095,209,0,60,0,5.5,620,226,56.6,17.6,383,188,35,15.8,80,95,7.3,8.6,12,29,1.1,2.6,0,20,0,1.8,0,28,0,2.6,0,35,0,3.2,0,49,0,4.5,59,87,5.4,7.9,561,208,51.2,16.3,383,188,35,15.8,80,95,7.3,8.6,12,45,1.1,4.1,59,105,5.4,9.6,475,213,43.4,17.6,,,,,0.274106653869718,0.00253624477420059
567,13151070309,Yes,Atlanta Regional Commission,2406,Tract,"Census Tract 703.09, Henry County",569,229,0,54,0,9.5,0,51,0,8.9,309,190,54.3,25.3,148,105,26,15.2,112,104,19.7,16.5,0,18,0,3.2,0,25,0,4.5,0,31,0,5.5,0,44,0,7.7,0,40,0,7.1,0,31,0,5.5,309,190,54.3,25.3,148,105,26,15.2,112,109,19.7,17.4,0,67,0,11.8,569,241,100,13.2,,,,,0.161706320393407,0.00114903784851013
568,13151070114,Yes,Atlanta Regional Commission,2397,Tract,"Census Tract 701.14, Henry County",1656,223,0,54,0,3.3,680,215,41.1,11.8,605,215,36.5,12,277,149,16.7,8.7,21,25,1.3,1.5,73,110,4.4,6.6,0,25,0,1.5,0,31,0,1.9,0,44,0,2.7,0,40,0,2.4,680,211,41.1,11.5,605,215,36.5,12,277,149,16.7,8.7,94,116,5.7,6.9,0,67,0,4.1,903,263,54.5,14,,,,,0.15356879805534,0.00118920067945406
569,13151070111,Yes,Atlanta Regional Commission,2395,Tract,"Census Tract 701.11, Henry County",1417,242,0,54,0,3.8,531,227,37.7,14.7,828,246,58.8,14.3,50,76,3.5,5.4,0,18,0,1.3,0,18,0,1.3,0,25,0,1.8,0,31,0,2.2,0,44,0,3.1,0,40,0,2.9,531,223,37.7,14.4,828,246,58.8,14.3,50,76,3.5,5.4,0,36,0,2.6,0,67,0,4.8,878,259,62.3,14.9,,,,,0.130287580754713,0.000886460586011686
570,13151070107,Yes,Atlanta Regional Commission,2391,Tract,"Census Tract 701.07, Henry County",434,167,0,54,0,12.6,82,89,19.2,19.4,316,156,73.8,22.3,0,18,0,4.2,30,33,7,7.2,0,18,0,4.2,0,25,0,5.9,0,31,0,7.3,0,44,0,10.3,0,40,0,9.4,82,80,19.2,17,316,156,73.8,22.3,0,18,0,4.2,30,45,7,10.2,0,67,0,15.7,346,160,80.8,20.2,,,,,0.204237473113545,0.00213216738772757
571,13151070109,Yes,Atlanta Regional Commission,2393,Tract,"Census Tract 701.09, Henry County",252,89,0,39,0,15.5,57,74,22.6,28.4,176,91,69.8,26.2,19,22,7.5,8.3,0,13,0,5.2,0,13,0,5.2,0,18,0,7.3,0,23,0,8.9,0,32,0,12.6,0,29,0,11.5,57,68,22.6,25.9,176,91,69.8,26.2,19,22,7.5,8.3,0,26,0,10.3,0,49,0,19.3,195,94,77.4,25.5,,,,,0.138354368590913,0.000837510695100004
572,13151070110,Yes,Atlanta Regional Commission,2394,Tract,"Census Tract 701.10, Henry County",351,143,8,53,2.7,17.9,36,66,12.2,21.5,237,134,80.1,26.2,0,18,0,6.1,15,24,5.1,7.8,0,18,0,6.1,0,25,0,8.6,0,31,0,10.5,8,43,2.7,14.5,19,46,6.4,15.3,17,47,5.7,15.5,237,134,80.1,26.2,0,18,0,6.1,15,39,5.1,13.1,27,70,9.1,23.4,252,137,85.1,24.7,,,,,0.240466561750892,0.00261167822492928
573,13151070108,Yes,Atlanta Regional Commission,2392,Tract,"Census Tract 701.08, Henry County",480,151,0,54,0,11.6,227,121,48.6,20.8,214,121,45.8,21.3,0,18,0,3.9,26,42,5.6,8.8,0,18,0,3.9,0,25,0,5.5,0,31,0,6.7,0,44,0,9.4,29,57,6.2,12,198,107,42.4,18.5,214,121,45.8,21.3,0,18,0,3.9,26,52,5.6,11.1,29,78,6.2,16.7,240,129,51.4,22.3,,,,,0.196109952676797,0.00123781583374134
574,13151070306,Yes,Atlanta Regional Commission,2404,Tract,"Census Tract 703.06, Henry County",1500,200,64,107,4.3,7.2,354,143,23.8,9,857,246,57.6,14.5,201,131,13.5,8.6,12,20,0.8,1.3,0,20,0,1.3,0,28,0,1.9,0,35,0,2.3,64,101,4.3,6.8,75,71,5,4.7,279,124,18.8,7.9,857,246,57.6,14.5,201,131,13.5,8.6,12,40,0.8,2.7,139,129,9.3,8.6,1070,279,71.9,16,,,,,0.277390531178748,0.00349324185249287
575,13151070104,Yes,Atlanta Regional Commission,2389,Tract,"Census Tract 701.04, Henry County",1087,298,0,60,0,5.9,238,146,23.3,12.6,572,280,56,21.7,193,133,18.9,11.7,18,31,1.8,3,0,20,0,2,0,28,0,2.8,0,35,0,3.4,0,49,0,4.8,36,71,3.5,6.9,202,128,19.8,11.1,572,280,56,21.7,193,133,18.9,11.7,18,46,1.8,4.5,36,93,3.5,9.1,783,311,76.7,20.2,,,,,0.25544304343656,0.00236250039725968
576,13151070202,Yes,Atlanta Regional Commission,2398,Tract,"Census Tract 702.02, Henry County",394,159,24,67,6.1,16.8,55,80,14,19.4,315,162,79.9,25.5,0,20,0,5.1,0,20,0,5.1,0,20,0,5.1,0,28,0,7.2,0,35,0,8.8,24,57,6.1,14.4,18,50,4.6,12.6,37,62,9.4,15.2,315,162,79.9,25.5,0,20,0,5.1,0,40,0,10.2,42,84,10.7,20.8,315,164,79.9,26.5,,,,,0.381026919695089,0.00537329408537225
577,13151070305,Yes,Atlanta Regional Commission,2403,Tract,"Census Tract 703.05, Henry County",284,136,0,54,0,22.2,63,75,25.9,27.5,68,73,28,26.2,92,83,37.9,27.5,20,32,8.2,12.4,0,18,0,7.4,0,25,0,10.5,0,31,0,12.8,0,44,0,18.1,36,66,14.8,25.9,27,36,11.1,13.4,68,73,28,26.2,92,83,37.9,27.5,20,45,8.2,17.9,36,85,14.8,34.1,180,115,74.1,26,,,,,0.265309143176314,0.00396176522405546
578,13151070304,Yes,Atlanta Regional Commission,2402,Tract,"Census Tract 703.04, Henry County",1721,327,90,107,5.3,6.2,828,242,48.6,10.9,661,240,38.8,12,126,88,7.4,5,0,20,0,1.2,0,20,0,1.2,0,28,0,1.7,23,48,1.3,2.8,67,96,3.9,5.6,166,118,9.7,6.7,662,212,38.8,10,661,240,38.8,12,126,88,7.4,5,0,40,0,2.3,256,159,15,8.9,787,256,46.2,12.2,,,,,0.2940946259608,0.00295121889298811
579,13151070106,Yes,Atlanta Regional Commission,2390,Tract,"Census Tract 701.06, Henry County",555,135,0,54,0,10.3,203,109,38.7,18.5,301,119,57.4,17.7,20,22,3.8,4.1,0,18,0,3.4,0,18,0,3.4,0,25,0,4.9,0,31,0,5.9,0,44,0,8.4,64,64,12.2,11.9,139,89,26.5,15.5,301,119,57.4,17.7,20,22,3.8,4.1,0,36,0,6.9,64,84,12.2,15.7,321,123,61.3,17.7,,,,,0.228671701034015,0.00161126289795215
580,13151070203,Yes,Atlanta Regional Commission,2399,Tract,"Census Tract 702.03, Henry County",546,201,28,72,5.4,13.7,0,57,0,10.8,346,178,66.2,22.3,81,78,15.5,13.7,68,75,13,13.4,0,20,0,3.8,0,28,0,5.4,0,35,0,6.6,28,63,5.4,12,0,45,0,8.6,0,35,0,6.6,346,178,66.2,22.3,81,78,15.5,13.7,68,83,13,15,28,85,5.4,16.1,495,208,94.6,15.6,,,,,0.516180456951323,0.00896874516561837
581,13151070402,Yes,Atlanta Regional Commission,2409,Tract,"Census Tract 704.02, Henry County",443,188,0,60,0,14,45,63,10.5,13.8,266,145,62,20.1,118,96,27.5,18.9,0,20,0,4.7,0,20,0,4.7,0,28,0,6.6,0,35,0,8.1,0,49,0,11.4,0,45,0,10.4,45,44,10.5,9.1,266,145,62,20.1,118,96,27.5,18.9,0,40,0,9.3,0,75,0,17.4,384,175,89.5,11.2,,,,,0.532206615996057,0.00923826484096905
